client type , rating , review title , review_content
androidApp , 5 , đẹp như hình ok lắm ạ ,
iosApp , 5 , Y_hình , Đẹp . Bé rất thích . Có báo_thức . Gia hợp_lý . Duyệt .
androidApp , 5 , , " mình nhận được tai nghe màu trắng , đẹp , pin khá là trâu khi sử_dụng liên_tục 4 tiếng mà không hết khi đã sạc đầy nhỏ gọn rất dễ thao_tác , nhưng các phím bấm thì hơi rắt rồi khi tăng giảm âm_lượng lại là chuyển bài là sao ạ "
mobile - app , 5 , Hài_lòng với chất_lượng và giá_cả , " "
androidApp , 5 , rất ok , Sản_phẩm vừa túi_tiền
mobile - app , 5 , Có tặng kính không , Có tặng kính luôn không
mobile - app , 4 , Chong nuoc , Cai nay co chong nc dc_ko
androidApp , 5 , tốt ,
androidApp , 1 , đồng_hồ trẻ_em mà bà mẹ đeo vừa . quá to . so với tay bé . ,
mobile , 1 , Dong ho , Dong ho nay vo nước
iosApp , 5 , giao hang cham , " hàng thi tạm ổn chờ thời_gian xài nhu the nao mới bt tôi chọn 5 sao "
desktop , 4 , " " , sản_phẩm tốt
androidApp , 1 , bắt tín_hiệu chập_chờn ko nên mua , đểu 😑
desktop , 5 , dạ , kính và đồng_hồ đi theo bộ ạ
mobile - app , 5 , Oops banana , R Me_Ba
androidApp , 5 , 10/10 , " Just buy it , stop_being_a_pussy "
androidApp , 4 , tốt , hàng đẹp nhưng hơi có vết xước nhỏ . giao hàng nhanh
androidApp , 1 , " " , vào nước chết tươi
androidApp , 1 , , hàng sài được một hôm hư một bên tai nghe
mobile - app , 3 , Dở , Cái đầu mua hay chất_lượng tốt . hai cái mua sau khác cửa_hàng . chất_lượng quá kém
androidApp , 5 , uy_tín , sản phẳm ngoài mong_đợi tốt sóng khoẻ âm_thanh rõ trên 20m nhạc vẫn ghe tốt không gật hay lát gì
mobile - app , 3 , Sp khong nhu mong doi . Day dong ho roi ra ngoai , Chan
mobile - app , 5 , Khi mua có kính_lúp k bn , 1
androidApp , 4 , tai nge tốt âm_thanh ok nhưng dây hơi mỏng ,
androidApp , 5 , , em rất hài_lòng về sản_phẩm này ngoài_ra shop còn tư_vấn nhiệt_tinh
iosApp , 3 , " " , Ok
androidApp , 1 , đat mau trang shop giao mau đen . tai nghe ko_su_dung_đc . ko ket noi dc . , " san pham ko tot "
mobile - app , 5 , Tốt , " Vừa nhận được hàng . Tai_nghe đẹp , nghe hay , mới dùng nhưng ko biết đc chất_lượng thế_nào . : ) "
desktop , 5 , Ok ,
desktop , 4 , dep lam , dung duoc day
mobile - app , 5 , Dong ho , Co tia la gie khong_a
androidApp , 5 , , hàng ổn với giá .
androidApp , 4 , , " tương_đối ổn , hàng như hình . tuy_nhiên ban_ngày nhìn cái đèn led không thấy xanh như ảnh "
desktop , 3 , Dễ vào nước , " "
androidApp , 5 , " tốt " ,
desktop , 4 , Tốt , " Khá ưng với mức giá này , tai_nghe vẫn nguyên hộp , đóng_gói cẩn_thận , ép cả xốp tránh va_đập . "
androidApp , 3 , tạm ,
mobile - app , 5 , Đẹp , Đẹp lắm
mobile - app , 4 , Tốt , 4 sao
androidApp , 5 , Kh có gì để chê , Good
desktop , 4 , " Giao hàng nhanh , đóng_gói cẩn_thận . " ,
androidApp , 1 , , yêu_cầu đổi cái khác
mobile - app , 5 , Trong tầm giá không có đối_thủ , " Nghe êm , ấm .. bass rất hay . Hàng_Mi rất ok từ điện_thoại tới phụ_kiện "
mobile , 1 , K dùng đc . bị hỏng , Thế_mà cũng sip hàng làm_ăn thế_à
mobile - app , 5 , Năm sao , " "
iosApp , 3 , , " Giao hàng nhanh , đóng_gói cẩn_thận , giá phải_chăng "
desktop , 5 , Ổn , " Đã mua và sử_dụng thử , rất ổn trong tầm giá "
desktop , 1 , ĐỒNG_HỒ , ĐỒNG_HỒ NÀY CHẤT_LƯỢNG THẤM NƯỚC RẤT KÉM . MỚI MUA NGÀY HÔM TRƯỚC NGÀY HÔM SAU THẮM NƯỚC LIỀN
androidApp , 5 , tốt , tai_nghe dùng ok . âm_thanh ổn
desktop , 5 , " " , " Loại Xioami này thì được cái là rẻ , phù hợp với túi tiền sinh_viên , còn chất lượng thì cũng tạm thôi , nhưng cũng đúng , bạn không thể đòi hỏi quá cao ở tầm giá này được "
androidApp , 5 , ok ,
androidApp , 5 , tôi hài_lòng với sản_phẩm , tôi hài_lòng với sản_phẩm
mobile , 4 , " " , khá dẹp nhuq mà ko có kinh_lup le_a
androidApp , 5 , Tốt ,
desktop , 5 , tốt , " hàng như hình , chất_lượng tốt . Nói_chung khá ưng_ý ! ! ! ! "
androidApp , 5 , tốt , loa ko lớn cho lắm với mức giá này ok rồi
mobile - app , 5 , Cảm_nhận tốt , " Nói là giao sau 5-6 ngày nhưng 3 ngày là đã có hàng , sử_dụng được 1 tuần thì thấy hài_lòng so với tầm giá . "
androidApp , 5 , , " Sản_phẩm dùng tốt , nên mua . "
mobile - app , 5 , " Mình mua 1 cái rồi , rất hợp_ý " , Rất thích_hợp cho em
androidApp , 5 , " sp đc đóng_gói kỹ_càng sd rất tốt , bass ấm " ,
desktop , 1 , hàng tệ , mở nguồn không lên mà sạc cũng không lên_đèn không thấy phản_ứng đồ rẻ nên không đổi trả
mobile - app , 5 , Tốt , " Hàng mới còn nguyên seal Thiết_kế đẹp Chất_lượng ổn trong tầm giá Đóng_gói cẩn_thận Giao hàng đúng hẹn "
androidApp , 5 , xài tốt nhưng củ xạc phải 1A trở lên mới được ,
desktop , 4 , ok , tạm ổn
androidApp , 5 , hàng tốt , " hàng tốt giá rẻ kết_nối nhanh pin tạm ổn giá rẻ "
mobile - app , 4 , Hài_lòng , " Giao hàng rất nhanh_chóng , nhân_viên thân_thiện . Thiết_kế đẹp_mắt , vì màu đen nên nhìn sang_trọng , sạch , có kèm 2 cặp đệm tai dự_phòng . Thẻ bảo_hành , hoá_đơn đầy_đủ , đóng_gói cẩn_thận . Chất_lượng : âm_thanh " " sạch " " , bass rất ổn so với giá_thành , cách_âm tốt , hy_vọng sống " " thọ " " "
androidApp , 4 , ok ,
desktop , 1 , tệ , " giao hàng k có sản_phẩm , khác gì đi lừa_đảo ngừoi ta , lzd ngày_càng tệ "
androidApp , 5 , các Bạn Nên Mua_Nhé ,
mobile - app , 5 , Quá ok , " Nghe nhạc quá hay , bass này mà bảo thiếu thì ko biết sao , đóng_gói đẹp , trong tầm giá 100k là tuyệt , ủng_hộ shop , thank lazada , thank_chiến_tài_mobile . "
androidApp , 5 , ok , mới giao hàng nghe thử . rất ok . 5 m vẫn vô_tư . đặt thêm cái nữa
androidApp , 5 , , đúng hàng samsung
androidApp , 1 , chất_lượng kém , mua về nhưng dùng không được
mobile - app , 4 , Tốt , " Vừa nhận được hàng sau 3 ngày Âm_thanh nghe ổn , bass vừa_phải , cách âm khá Dây khá mỏng_manh Độ bền sẽ đáng_giá sau "
androidApp , 4 , tam ổn ,
androidApp , 5 , cảm_nhận về tai_nghe và vòng tặng , " Hàng ổn tai nghe có cảm_giác bị lệch trái 10 phải 9 y_như hình mong ad tặng vòng đen vì ad tặng vòng cam nhìn gay lọ wa Hàng có nút kéo lên kéo xuống giúp giảm rối dây "
desktop , 5 , Tốt , Âm_thanh không quá xuất_sắc nhưng sản_phẩm xài rất tốt so với giá tiền
mobile - app , 5 , Quá tốt .. , Quá ngon cho tầm giá 100k .. lần trc mua 1 em 150k ở tgdd mà chả bằng em này . . bass nghe đc âm khá tốt êm .. tay ..
androidApp , 4 , ngon . k bk sài lâu ra s ,
iosApp , 2 , Nghe ok nhung bass ich ,
iosApp , 1 , Hàng nhanh hết pin , Mua 3 cái mới dùng thử hai cái . một cái Ko kết_nối đc một cái nhanh hết pin . còn một cái chưa sử_dụng Ko biết thế_nào . nói_chung là hàng kém chất_lượng
desktop , 5 , " " , " Lâu_lâu mình hay có màn đi công tác quên mang tai_nghe nên mua em này dùng đỡ , vì giá quá là hạt dẻ . Nhìn chung thì ẻm chỉ thực hiện tốt vai trò của một cái tai_nghe thôi chứ không có gì xuất sắc cả "
androidApp , 5 , sản_phẩm chất_lượng tốt . giá rẻ đóng_gói cẩn_thận nữa . ,
androidApp , 5 , " tai_nghe tốt nghe hay lần sau sẽ mua hàng của shop " ,
androidApp , 4 , sao nhanh hết pin vậy ,
mobile - app , 5 , Tốt , Nghe lâu nhức tai . Nghe khá tốt . Bỏ nhầm vào máy_giặt 3 lần vẫn ko hư_hại j nhiều
androidApp , 1 , , Hàng lỗi không dùng được
iosApp , 5 , đẹp giống hình đáng đồng_tiền , xài đồng_hồ này gần sáu tháng rồi dung nước cũng nhiều lần nhưng không sao hết đồng_hồ rất tốt so vs số tiền
androidApp , 1 , sp như hình , " dở chưa từng thấy , đồng_hồ cho bé đeo đi học đúng 2 ngày dây bạc_màu , nước vào đầy mặt đồng_hồ , re wa ko dám nói nhiều "
androidApp , 5 , very good , " phong_cách chuyên_nghiệp , tôi rất hài_lòng "
androidApp , 5 , Thật_sự không còn chỗ để khen : ) ) , " sản_phẩm tốt z âm_thanh ổn , bass căng , tặng thêm vòng , giá bình_dân , bảo_hành 1 đổi 1 trọn đời , đóng_gói , giao hàng đều ổn . Very good . Ae nên mua sản_phẩm shop này "
androidApp , 4 , , day sạc ko sac được cung_gửi
mobile - app , 5 , Rất hài lòng , " Mới đặt hàng 2 hôm đã giao ( giao hàng tiết kiệm ) ở Đồng Nai Chiếm Tài là 1 thương cửa hàng lớn Uy tin nên khi biết cửa hàng bán sản phẩm Tôi không ngần ngại mà đặt luôn Về sản phẩm thì rất tốt Hàng đúng của Xiaomi Chất âm_bass tuy không mạnh Nhưng trung thực Mid sáng Tress còn hơi yếu và không chi tiết Thích hợp nghe nhạc sôi động Trong tầm 100k thì rất đáng mua Đã so sánh vs tai samsung S7 Thấy hay hơn "
androidApp , 5 , úb kết_nối âm_thanh tốt hài_lòng ,
androidApp , 5 , Sản_phẩm giống như hình đẹp , " "
desktop , 5 , rất tốt , " "
iosApp , 5 , rất đáng tiền , quá ok so với giá
iosApp , 4 , Chất_lượng , " Tai_nghe rất chất_lượng , đóng_góp đẹp đảm_bảo trong quá trong vận_chuyển , cách_âm tốt , bass đã , tiếc là tai_nghe do hãng sản_xuất không có nút volum . "
androidApp , 1 , , sao dung k dk
androidApp , 5 , " " , rất vừa_ý
desktop , 5 , good . hàng ngon ,
mobile , 5 , Đag dùg thử nhưg thấy khá ổn ,
mobile - app , 5 , Tai_nghe xiaomi , " Rất tốt , âm_thanh tuyệt_vời so với giá_thành sản_phẩm , nói_chung tôi rất ưng_ý , mong_muốn các bạn có nhiều sản_phẩm chất_lượng phục_vụ cộng_đồng . "
desktop , 5 , Dung rất tot gia thanh thi re , Tot
iosApp , 1 , Chưa nhận hàng . , Sao mình chưa nhận đk hàng mà đã có mail giao hàng thành_công là sao .
mobile , 5 , Sản_phẩm tốt ( nút tai hơi cứng ) đóng_gói rất tốt giao hàng sớm hơn dự_kiến ,
androidApp , 3 , , chỉ dùng để xem phim nghe nhạc thôi . chơi game mà dùng cái này bị chậm âm_thanh mất 1s
mobile , 3 , tốt trong tầm giá , " đóng_gói cẩn_thận , hình_thức tai_nghe đẹp , đúng với mô_tả , âm_thanh nghe được . "
desktop , 1 , " Toàn hàng lỗi , chưa kiểm_tra khi giao . " , " Mua 5 cái lỗi 4 cái , gọi điện hotline đến nhà bán hàng rất nhiều lần không ai bắt máy . Thất_vọng "
androidApp , 5 , sản_phẩm rất giống trong hình , sản_phẩm rất tốt
mobile , 1 , Yêu_cầu đổi trả hàng , Sản_phẩm kém chất_lượng
iosApp , 5 , " Rẻ , chất_lượng tốt " ,
androidApp , 4 , ta nge nay bin hơi yếu . dùg được 1 tiến là hêt . , " mình vẩn chưa hài_lòng lăm nhưg với mứt giá này thì cũng tạm được "
mobile - app , 1 , Tây , " Cho mình hỏi có vừa thu âm đc nhạc trong máy với tiếng bên ngoài cùng 1 lúc không , mình có nhu cầu thu âm hát karaokê . "
androidApp , 4 , dùng cũng đc lắm . lúc mua quên nhập mã giảm_giá . mà giá vậy cũng ok rồi . ,
iosApp , 1 , " Bán đồng_hồ trẻ_em mà đưa kích_thước đồng_hồ người_lớn , nhằm lừa_đảo " ,
androidApp , 5 , sản_phẩm tốt , " sản_phẩm chất_lượng , tốt , nghe rất êm . "
desktop , 1 , HÀNG_DỎM , " Hàng sử_dụng không được , sạc không vào bật Bluetooh không lên . "
iosApp , 3 , Bt , Sao trên hộp lại ghi sx năm 2016 . Sao trên ko ghi piort lite mà lạo ghi là heaphne_basic
androidApp , 4 , Tốt trong tầm giá ,
androidApp , 5 , " đẹp . như hình " ,
androidApp , 5 , , rất tốt . giá rẻ nghe ok .
iosApp , 3 , Sản_phẩm tạm được , Chỉ nghe được 1 bên thôi
desktop , 3 , míc của tai_nghe , mình dùng được một tuần và có hiện_tượng cái míc lúc thu được lúc không
androidApp , 4 , ok , tiền nào của đó . chấp_nhận
androidApp , 3 , rat hai long ,
androidApp , 5 , tuyệt_vời , sản_phẩm thật tuyệt_vời chất_lượng quá tốt
iosApp , 2 , Tệ , " Tín_hiệu kém , nghe nhạc pin nhanh hết , kết_nối chập trờn "
desktop , 5 , Đẹp , Với giá tiền như thê thì sp này đẹp hơn mong_đợi
mobile - app , 5 , asus zenfone max , tai_nghe tốt hộp đầy đủ phụ kiện có chống xóc giao hàng nhanh
androidApp , 5 , tốt , giá tốt so với chất_lượng
iosApp , 5 , Rẻ mà tốt , Rẻ mà thằng cu nhà mình ngâm nước không sao ? Tốt hơn giá tiền
androidApp , 4 , san pham dep dung mo ta ,
desktop , 3 , Đặt 3 cái . 1 cái nói tiếng Trung_Quốc . Cái thì tốt cái thì nghe hơi kém . Độ đồng_đều sản_phẩm không tốt ,
desktop , 5 , Tốt , " Thời_gian giao hàng nhanh , đang sử_dụng được 1 tuần thấy tốt "
desktop , 1 , " không lên đèn , không xài được " , " Không lên đèn , không kết nối được bluetooth "
desktop , 4 , " tai_nghe sử_dụng tốt , k có phụ_kiện đi kèm " ,
androidApp , 5 , ngon , nút tăng giảm âm_lượng lỏng_lẻo pin thì k đc lâu Cho lắm nhưng vs giá tiền như v thì k_thể đòi_hỏi thêm
desktop , 5 , Tốt , " âm_thanh tốt , giao hàng nhanh so với tiền bỏ ra quá phù_hợp "
iosApp , 5 , Rất ok , Ok . Rẻ
androidApp , 5 , Nghe rõ beat nhạc . , " Tai phone nghe rõ beat nhạc , êm tai . Shop gói sản_phẩm cẩn_thận . Nhân_viên giao hàng lịch_sự và giao hàng nhanh . "
androidApp , 3 , tốt . ,
mobile - app , 5 , Àggd , Mua hàng sác nhân rùi mà không thấy giao hàng quá bực_bội
desktop , 5 , Kết_nối nhanh . Tốt . Rẻ ,
androidApp , 5 , Rất đẹp , " Giao hàng nhanh , đóng_gói cẩn_thận , tai_nghe rất đẹp không khác gì loại xịn , âm_thanh full rất lớn lun nhưng bass không ấm cho lắm , mà với giá này là không có gì phải chê , các mem đừng bỏ lỡ , tuyệt_vời ủng_hộ shop . "
androidApp , 3 , tai_nghe ok . nên gửi thêm thông_tin hướng_dẫn sử_dụng cho ng dùng ,
mobile - app , 5 , Chất_lượng tốt , " Tai_nghe có chất_lượng âm_thanh khá tốt , thiết_kế ổn . "
androidApp , 5 , kết_nối tốt ,
desktop , 5 , quá tốt ,
androidApp , 1 , không nghe được , đặt 2 lần . lần 1 thì tự huỷ . lần 2 thì giao nhưng lại không nghe được
mobile - app , 5 , Tốt . Nghe dc . , Nhưng tiếc là xiaomi không có phím tăng giảm âm_lượng
desktop , 5 , Ok , Ok
desktop , 3 , Chỉ là được , " 1 . Tai_nghe lúc cắm vào thì một bên sẽ lớn hơn bên kia , muốn điều_chỉnh thì phải quay cái giác cắm hay lắc cái cái giác cắm 2 . Sau một tháng sử_dụng thì tai_nghe sẽ dễ lỏng , dễ bị giựt ra 3 . Cắm trên điện_thoại samsung thì tai_nghe ok , mic ok . Còn nếu lấy cái đó cắm vào thiết_bị khác thì tai_nghe ok , mic ko hoạt_động . 4 . Loa to dù vặn âm_lượng tương_đối nhỏ "
androidApp , 4 , " hàng trầy_xước hk dc mới còn hk pt sài bền k " ,
desktop , 4 , " " , " Chất_lượng gia_công tốt , âm_thanh ổn trong tầm giá . "
desktop , 3 , gia_re , chất_lượng tạm chấp_nhận so với số tiền xong chất_lượng âm_thanh kém hơn nguồn phát
androidApp , 5 , , rất chất_lượng
androidApp , 1 , " yêu_cầu đổi ... trả hàng " , tai nghe lỗi
mobile - app , 2 , Shop cho hỏi , Dây của tai nge có dc bọc 1 lớp vải bên ngoài k ạ
androidApp , 1 , , " mua 2 cái , một cái xài đc , cái còn lại thì ko "
androidApp , 5 , tot ,
androidApp , 5 , , hàng ổn_định
mobile , 5 , Tuyệt , " Tai nghe nghe rất ổn , giao hàng trc hẹn , very nice "
androidApp , 2 , tạm , " "
androidApp , 1 , , Sao ghi kèm vòng_tay mà có thấy gì đâu
iosApp , 1 , Yêu_cầu đổi hàng khác cho mình , Hàng lỗi
desktop , 4 , " " , " Chất_lượng tốt , âm_thanh ổn trong tầm giá "
androidApp , 4 , đóng_gói kỷ . mới sài chưa biết còn bền hay khong nua.cho 4 sao ,
androidApp , 5 , ok , nghe rất hay
androidApp , 1 , " mua hàng bị lỗi .. mong shop kt trc khi giao " ,
mobile - app , 5 , tai nghe xiaomi , rất tuyệt đã trải_nghiệm . cảm_ơn ladaza
mobile , 3 , Sài được tháng , Sài được tháng hư mà giá này cũng tot
androidApp , 5 , Nghe rất rõ . Ok . ,
desktop , 5 , sử_dụng rất tuyệt âm_thanh rõ nét ...ok ,
mobile , 3 , " " , " Âm trong , bass hay , rất hợp với giá tiền "
iosApp , 5 , Đáng đồng_tiền , Không có gì để phàn_nàn
iosApp , 5 , " Sản_phẩm nghe tốt , gói rất đẹp , cám_ơn " ,
androidApp , 5 , đc lắm , dùng khá ngon
mobile - app , 5 , Ok , Da dùng được 1 tháng rồi . Rất là ok
desktop , 1 , Sản_phẩm lỗi , Sản_phẩm lỗi không dùng được . Shop không test sản_phẩm trước khi gửi hàng .
androidApp , 5 , tai nghe good nghe nhac hay ko bi ghè còn dc tặng kèm mút lót tai_nghe đủ size nữa quá tốt lun . ,
androidApp , 5 , tốt nhưng hơi cũ mà mức giá đó v là ok r ,
mobile - app , 5 , hài_lòng , chất nghe đc . bass chỉnh chút là đc
androidApp , 5 , , giao hàng nhanh sử_dụng tốt âm_thanh chuẩn_độ bền chưa biết
androidApp , 1 , , moi mua ve xai dc 2 bua roi hư lun dung la tien nao cua do ma ! that vong ghe
androidApp , 1 , đồng_hồ hình_thức đẹp nhưng k lấy g sẵn k cơ hướng_dẫn lấy mãi g k đk xin cái hướng_dẫn lấy g shop , đồng_hồ hình_thức đẹp k có hướng_dẫn lấy g lấy g mãi k đk shop cho xin hướng_dẫn lấy g
desktop , 3 , âm_thanh bể ko p zin , " kết_cấu vỏ khá rời_rạc , dùng 1 thời_gian bị bung lớp nhựa . "
iosApp , 1 , Chất_lượng kém , Tiền nào của ấy
desktop , 4 , giá tốt , tai_nghe có mic không mọi người
androidApp , 5 , tốt vs giá ,
androidApp , 5 , tot , dep
androidApp , 5 , , mình đặt 3 cái thì cả 3 cái âm_thanh nghe ổn nhưng có 1 cái mic bị hư
mobile , 1 , , " Hàng hỏng . ko kêu "
mobile - app , 5 , Ok , Tốt trong tầm giá . Bass_ổn
androidApp , 3 , , chất_lượng âm_thanh hơi kém nhưng được so với giá
androidApp , 1 , , " đồng_hồ nhận được là 1 cái bị bể , chán "
desktop , 5 , Tai_nghe tốt hợp túi ! , Mình mua 2 cái tai nghe nghe tốt nhưng có cái bị mất 2 cục mủ
androidApp , 1 , " tai_nghe giao hàng nhanh , nhưng phần tăng giảm âm_lượng ấn k thấy chạy j còn ấn liên_tục thì bị chuyển bài " ,
mobile , 5 , " " , " Tốt , to , rỏ , cách_âm tốt "
iosApp , 1 , , K dung được dù đã kết_nối được vs thiết_bị
androidApp , 5 , sản_phẩm tốt . nên mua ,
iosApp , 3 , Bắt sóng chậm quá ,
mobile - app , 5 , Vote , Nghe ổn đấy mấy bác
iosApp , 1 , shop lừa_đảo , đừng ai mua hàng
desktop , 5 , Giao hàng nhanh , " Giao hàng nhanh , sản_phẩm ok "
iosApp , 5 , Tạm đk ,
desktop , 4 , có màu xanh không ạ , có màu xanh không shop ?
androidApp , 4 , minh dat them 2 sp . ad giao hàng nhanh xíu thi tốt , minh dat them 2 sp . ad giao hàng nhanh xíu thi tốt
desktop , 5 , rất tốt , " Nói_chung là đẹp , còn đẹp hơn cả hình_ảnh , giao hàng nhanh "
androidApp , 1 , , " mình mới mua chiếc đh hôm 7.6 . lazada . quảng_cáo là chống nước . con mình đi tắm vừa cho vào , thấy sáng nên rồi tắt . ko hiển_thị_đc_số nữa . b "
androidApp , 5 , hàng chất_lượng tốt nghe rõ_ràng mua một cái thấy chất_lượng nên mua liền 2 cái nữa tổng_cộng là ba cái rất tốt ,
desktop , 1 , " Hàng dổm , không sử_dụng được " , " Mở nguồn không lên , nghĩ là hết pin nhưng sạc pin cũng không thấy đèn báo_hiệu đang sạc , nói_chung hàng dổm không sử_dụng được . "
mobile - app , 5 , Hàng real , Tốt so với tầm_giá
androidApp , 1 , " dong ho khong chinh duoc gio 00 " ,
androidApp , 5 , , Rất tốt 👍 nghe rất êm 👍 đóng_gói hàng cũng rất kĩ_càng 👍
androidApp , 3 , , " hàng thật như hình , âm_thanh nge ổn ... mức giá hợp_lý , pin thật xài chỉ tầm khoảng 1h30 chứ ko dc 2h ... "
desktop , 5 , RẤT TỐT , " nghe tốt , thời_trang "
desktop , 5 , bluetooth , xài đc
desktop , 5 , Năm sao , " Hàng đẹp như hình , giao nhanh . hài_lòng lắm "
desktop , 5 , " " , " Màu rất đẹp , nhìn chắc_chắn . Con mình rất thích . Trước_mắt thì ủng_hộ còn về lâu_dài có bền hay ko thì chưa biết . "
iosApp , 1 , Kém ,
androidApp , 4 , ổn , giao hàng đúng thời_gian
androidApp , 2 , " hàng như hình chỉ thất_vọng về thời_lượng pin kg đc như quảng_cáo " ,
mobile , 4 , " " , Ok
androidApp , 1 , ham do re , vua nhan hom wa nhung da bi hong tu chuoc roi chat luong kem wa
iosApp , 5 , " " , Bé rất ưng . Hướng_dẫn chu_đáo
desktop , 5 , đồng_hồ cho bé , " sản_phẩm đúng với quảng_cáo , sử_dụng thuận_tiện và đẹp , thank ! "
androidApp , 3 , Tốt , " Giống trong hình , có kèm theo phiếu bảo_hành tốt hơn mong_đợi "
iosApp , 5 , , Ok . Bé nhà mình rất thích
androidApp , 5 , đẹp lắm ,
androidApp , 5 , tốt , to nghe đã tai_bass đã
desktop , 1 , Đồ rởm , " Như đồ_chơi trẻ_con chẳng dùng được , mua phí tiền "
mobile , 5 , " " , Âm nghe cũng ổn
desktop , 1 , quá tệ , " bảo_hành 3 tháng mà mới dùng 1 tháng đã ko dùng được , nói gởi bảo_hành mà_lại phải tốn phí , thôi đành cái khác ngon hơn vậy , tốt nhất là đừng có thời_gian bảo_hành , tiền gởi hàng ngang với tiền mua thì thôi gởi bảo_hành làm gì chứ . "
desktop , 5 , Năm sao , " Đồng_hồ đẹp , chạy đúng giờ , ưng_ý lắm "
androidApp , 5 , Sản_phẩm tốt hơn mong_đợi , Cứ nghĩ với mức giá như_thế_này dùng mấy hôm là hỏng . Nhưng cũng mấy tháng rồi mà chưa thấy hỏng hóc gì
androidApp , 5 , Sản_phẩm chất_lượng cao , " gia_công đẹp , chắc_chắn và sang_trọng . "
androidApp , 4 , dễ bị vô nước ,
androidApp , 5 , sp chất_lượng ,
androidApp , 5 , , tai_nghe tốt . thời_lượng pin cũng tạm ổn
mobile - app , 5 , Năm sao , " "
androidApp , 5 , , " san pham tốt . dung như mo_tả "
desktop , 5,5 sao , " Giao trước thời hẹn , hàng đẹp như hình "
androidApp , 4 , ok ,
androidApp , 5 , rất tốt , " rất tốt 5 sao "
desktop , 1 , " Tai_nghe không dùng được , không kết_nối Bluetooth được với Iphone , Ipad . " ,
mobile , 5 , " " , Hay trong tầm giá
androidApp , 1 , , sản_phẩm ko sài đc
desktop , 5 , Năm sao , " Màu đẹp , hàng giống trong ảnh , giá tốt "
iosApp , 5 , Rất tốt , Đúng cam_kết . Dùng rất ok . Các con rất thích
androidApp , 3 , cũng ổn ,
desktop , 5 , tốt , " sản_phẩm tốt "
mobile , 1 , " " , Tai_nghe quá kém
androidApp , 2 , giao hàng tốt , sp dùng nguồn adapter thì tốt . không dùng nguồn pin dự_phòng được .
androidApp , 5 , Rất Ok . , " Sản_phẩm đẹp , dể thương dành cho các bé . "
desktop , 3 , " " , " sản_phẩm giống như quảng_cáo , không biết chất_lượng ntn , cho trẻ_em dùng tốt . "
desktop , 5 , San pham tot ,
desktop , 5 , Hài_lòng ! , Sản_phẩm Tốt đáng để mua !
androidApp , 5 , , " pin dùng 3h , bass hơi yếu , nói_chung ở giá này chấp_nhận được "
desktop , 4 , duoc , nghe nhac kha_on
mobile - app , 4 , Tốt , Ngon bổ rẻ . Cho 4 sao
androidApp , 5 , tốt , hàng đẹp lắm
mobile - app , 5 , Sản_phẩm như hình , " Xài được , nhưng chưa biết lâu_dài ra sao . Hy_vọng sẽ có thêm nhiều màu nữa Giao hàng nhanh_chóng "
androidApp , 4 , tốt ,
androidApp , 5 , " nhận được hàng và đã dùng thử không cần nói nhiều ....... quá tốt ...... " ,
androidApp , 5 , tốt , giao hàng nhanh . mẫu_mã đẹp . pin rất trâu nghe dc tầm 4 đến 5 tiếng như giới_thiệu .
mobile , 3 , thoi_gian sau k biet the_nao , Đang nghe ổn
androidApp , 3 , Hàng tốt , " nhưng dây quá ngắn không đủ để gắn , ib hỏi shop cách sử_dụng thì không rep "
androidApp , 5 , ok ,
androidApp , 5 , Tuyệt_vời , " Sản_phẩm đóng_gói chắc_chắn , đẹp , kiểu cách mẫu_mã y_như hình rất đẹp , nhiều sách hướng_dẫn và thẻ bảo_hành , shop tận_tình chu_đáo . "
mobile , 4 , Góp_ý , " Hàng đẹp , như hình "
androidApp , 1 , , " tôi chọn màu đen sao lị gửi màu xanh cho tôi , là sao chứ "
desktop , 5 , " " , Rất tốt
iosApp , 5 , , " San pham dung , qua tot , nhan_vien giao hang de thuong . "
mobile , 5 , " " , Sp ok giống như hình có nút bấn đèn khi trời tối . Bảo_hành 36thang pin
androidApp , 1 , Ok ,
androidApp , 3 , tôi da mua roi ,
desktop , 1 , Sản_phẩm kém chất_lượng , Dùng được vài ngày thì hỏng một bên tai .
desktop , 5 , ok , dùng tốt
androidApp , 5 , , ok
mobile - app , 3 , Ổn , Cho trẻ đeo thì đẹp . Nhưng ko bít có bền_ko .
mobile , 5 , OK cảm_ơn ,
androidApp , 4 , thiếu vòng , mình thấy có tặng vòng nhưng ko thấy . tái nghe rất ok . Không thấy vòng hơi thất_vọng .
desktop , 5 , trải nhiệm 1 tuần thấy sp quá ổn vs giá rẻ . Thank nhà_cung_cấp . ,
mobile - app , 5 , Good , M
iosApp , 4 , Đã nhận hàng đúng với hình , Cũng dc .. nhưng gắn vô loa có u s b thì vẫn phải cắm jac 3.5 vào k tiện lắm . Hồi trc tui có mua cái usb blutooth khác cắm vào thì nhận âm_thanh luôn k cần cắm jax đầu_ra 3.5 nữa . Shop có hàng usb đó k
iosApp , 5 , Giá rẻ , Sản_phẩm tốt trẻ_em đeo rất thích
androidApp , 5 , cho 5 sao , " giao hàng nhanh , nhân_viên nhiệt tình , chất lượng sản phẩm ok "
desktop , 5 , Hàng đẹp , " Sản_phẩm đúng như hình . Nên mua , mới sài thì tốt . Không biết độ bền sao.ok "
androidApp , 5 , ngon ,
androidApp , 4 , sản_phẩm ok , sản_phẩm test chạy ok
